id_number	plant_id	maternal_plant	population	block	continent	latitude	longitude	ft_start_date	final_height	total_branches	male_fitness_estimate	female_fitness_estimate
898	GE898	5PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
899	GE899	137PG	PG	3	Eur	43.9475	4.536631	50	88.8	17	480	NA
900	GE900	83MI	MI	3	Nam	44.37683	-79.74113	48	66.2	22	990	39.76535024
901	GE901	1PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
902	GE902	21PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
903	GE903	23SZ	SZ	3	Eur	48.74195476	19.13689272	NA	NA	NA	NA	NA
904	GE904	10HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
905	GE905	4BP	BP	3	Nam	39.64569554	-75.71813984	76	111.2	27	1242	63.0300378
906	GE906	1306CB	CB	3	Nam	43.63519	-79.34576	NA	NA	NA	NA	NA
907	GE907	22PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
908	GE908	10SD	SD	3	Nam	45.225364	-79.681836	NA	NA	NA	NA	NA
909	GE909	8SZ	SZ	3	Eur	48.74195476	19.13689272	46	69.2	13	166.4	11.34496412
910	GE910	3SD	SD	3	Nam	45.225364	-79.681836	44	102.8	16	212	23.06773773
911	GE911	101WV	WV	3	Nam	39.6584	-79.90525	NA	NA	NA	NA	NA
912	GE912	7VN	VN	3	Nam	37.92026101	-75.47660198	88	98.6	20	157	16.57736218
913	GE913	204WV	WV	3	Nam	39.6584	-79.90525	60	84.6	7	158.55	NA
914	GE914	89IN	IN	3	Nam	42.44996	-76.46113	56	73.8	23	520.95	NA
915	GE915	59SL	SL	3	Eur	49.222985	19.302752	50	78.4	19	342	NA
916	GE916	19PO	PO	3	Eur	50.22392429	19.17026453	42	77.4	17	346.8	NA
917	GE917	24SD	SD	3	Nam	45.225364	-79.681836	50	115.8	24	840	49.33030382
918	GE918	18WC	WC	3	Nam	44.003197	-79.393311	52	85.2	18	732	37.9624174
919	GE919	15SZ	SZ	3	Eur	48.74195476	19.13689272	48	95.6	21	475.65	NA
920	GE920	5HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
921	GE921	8SU	SU	3	Nam	41.45751046	-77.13565654	NA	87.4	26	1326	NA
922	GE922	19WC	WC	3	Nam	44.003197	-79.393311	NA	NA	NA	NA	NA
923	GE923	1SU	SU	3	Nam	41.45751046	-77.13565654	71	112	18	358	31.24098561
924	GE924	174WV	WV	3	Nam	39.6584	-79.90525	NA	NA	NA	NA	NA
925	GE925	2PA	PA	3	Nam	39.930872	-75.583156	NA	NA	NA	NA	NA
926	GE926	73PG	PG	3	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
927	GE927	5DH	DH	3	Nam	38.68109706	-75.07450333	84	140	26	520	42.69605091
928	GE928	1341CB	CB	3	Nam	43.63519	-79.34576	54	75.4	17	505.1428571	25.43609827
929	GE929	17SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
930	GE930	6VN	VN	3	Nam	37.92026101	-75.47660198	85	121.8	17	272	NA
931	GE931	10SZ	SZ	3	Eur	48.74195476	19.13689272	NA	NA	NA	NA	NA
932	GE932	2PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
933	GE933	55LH	LH	3	Eur	45.66117	4.966539	46	94.2	18	468	29.74924113
934	GE934	2AV	AV	3	Nam	40.20018743	-76.76244026	NA	NA	NA	NA	NA
935	GE935	16HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
936	GE936	69RM	RM	3	Eur	44.74194	4.940783	52	57.6	14	88.66666667	3.279139163
937	GE937	19PA	PA	3	Nam	39.930872	-75.583156	76	114.8	20	358	30.89296682
938	GE938	8PB	PB	3	Eur	50.12194	18.81494	42	146.8	23	966	NA
939	GE939	16VN	VN	3	Nam	37.92026101	-75.47660198	86	124	20	344	33.50813991
940	GE940	1SZ	SZ	3	Eur	48.74195476	19.13689272	NA	NA	NA	NA	NA
941	GE941	42SL	SL	3	Eur	49.222985	19.302752	46	116.6	24	744	45.47887308
942	GE942	19PS	PS	3	Nam	45.3347	-79.956231	42	69.8	16	262.4	13.69508386
943	GE943	5HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
944	GE944	5HC	HC	3	Eur	47.962356	20.894481	34	45.4	8	181.2	6.97621153
945	GE945	55PG	PG	3	Eur	43.9475	4.536631	63	68.2	19	464.8666667	19.85741131
946	GE946	15HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
947	GE947	30LH	LH	3	Eur	45.66117	4.966539	46	116.8	29	928	50.14875068
948	GE948	8HL	HL	3	Nam	38.92013797	-75.44832488	86	78.4	16	202	14.10365149
949	GE949	6PA	PA	3	Nam	39.930872	-75.583156	64	70	15	420	21.21077917
950	GE950	12VN	VN	3	Nam	37.92026101	-75.47660198	88	152.8	16	302	44.42795503
951	GE951	22VN	VN	3	Nam	37.92026101	-75.47660198	88	160.4	20	301.6666667	44.41706064
952	GE952	107RM	RM	3	Eur	44.74194	4.940783	69	66.8	10	101.6666667	9.710822727
953	GE953	33SD	SD	3	Nam	45.225364	-79.681836	36	61.2	15	395	17.05719312
954	GE954	4DS	DS	3	Nam	38.64183334	-75.445	88	112.4	16	298	30.12616861
955	GE955	5HK	HK	3	Eur	46.89164819	19.65085249	40	72.8	20	550	24.46617628
956	GE956	16PT	PT	3	Nam	40.07056	-75.436571	70	104.6	15	352.5	30.40714862
957	GE957	43SL	SL	3	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
958	GE958	3HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
959	GE959	17PV	PV	3	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
960	GE960	7SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
961	GE961	8PA	PA	3	Nam	39.930872	-75.583156	86	45	12	120	1.548054315
962	GE962	9PE	PE	3	Eur	51.35332297	19.60609006	56	84.8	16	106	12.21078637
963	GE963	3SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
964	GE964	56HR	HR	3	Eur	47.13845	19.47464	46	67.6	23	859.2142857	33.96316042
965	GE965	11WV	WV	3	Nam	39.6584	-79.90525	46	92	19	278	20.13976938
966	GE966	13PT	PT	3	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
967	GE967	6SH	SH	3	Eur	48.21292953	18.93131109	78	100	14	314	27.80518397
968	GE968	1317CB	CB	3	Nam	43.63519	-79.34576	52	77.2	13	88	10.76908058
969	GE969	19PE	PE	3	Eur	51.35332297	19.60609006	NA	NA	NA	NA	NA
970	GE970	4MI	MI	3	Nam	44.37683	-79.74113	52	61.6	8	63	7.555490289
971	GE971	3PT	PT	3	Nam	40.07056	-75.436571	76	99.8	22	176	16.48739166
972	GE972	9SU	SU	3	Nam	41.45751046	-77.13565654	52	74	15	306	17.70392394
973	GE973	88WV	WV	3	Nam	39.6584	-79.90525	71	70.2	24	514.2857143	19.36532467
974	GE974	1MF	MF	3	Nam	38.40708263	-75.56824697	64	110	25	186	18.49416267
975	GE975	8HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
976	GE976	4HL	HL	3	Nam	38.92013797	-75.44832488	67	123.6	11	163	31.55201755
977	GE977	83PS	PS	3	Nam	45.3347	-79.956231	48	85.6	11	63	13.95839057
978	GE978	5BP	BP	3	Nam	39.64569554	-75.71813984	80	90.2	17	148	NA
979	GE979	1BP	BP	3	Nam	39.64569554	-75.71813984	82	110.4	16	312	NA
980	GE980	9HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
981	GE981	8HS	HS	3	Eur	48.18515189	20.92252985	NA	NA	NA	NA	NA
982	GE982	49HR	HR	3	Eur	47.13845	19.47464	29	55.2	15	123	NA
983	GE983	10HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
984	GE984	15VN	VN	3	Nam	37.92026101	-75.47660198	88	108	18	204	23.21483539
985	GE985	3BP	BP	3	Nam	39.64569554	-75.71813984	64	135	20	320	36.32251593
986	GE986	61MI	MI	3	Nam	44.37683	-79.74113	44	67.6	19	519.3333333	21.99146186
987	GE987	1PR	PR	3	Nam	40.65946579	-76.91820217	NA	NA	NA	NA	NA
988	GE988	8PO	PO	3	Eur	50.22392429	19.17026453	32	77.2	17	131	9.964922282
989	GE989	2MF	MF	3	Nam	38.40708263	-75.56824697	78	90.2	24	320	17.99938772
990	GE990	66IN	IN	3	Nam	42.44996	-76.46113	54	90	15	206	18.99646549
991	GE991	10HS	HS	3	Eur	48.18515189	20.92252985	64	48	12	100	1.736613853
992	GE992	36PG	PG	3	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
993	GE993	19HK	HK	3	Eur	46.89164819	19.65085249	44	60.4	17	170	5.767535898
994	GE994	8HM	HM	3	Eur	47.62666192	19.44151603	66	NA	NA	NA	NA
995	GE995	12SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
996	GE996	40LH	LH	3	Eur	45.66117	4.966539	50	85.2	21	144	10.6677068
997	GE997	4SU	SU	3	Nam	41.45751046	-77.13565654	48	74.2	22	193	8.265520039
998	GE998	12PV	PV	3	Eur	49.8798343	19.89245121	46	126.2	35	381.8181818	25.95026699
999	GE999	143IN	IN	3	Nam	42.44996	-76.46113	62	50	0	20	6.957223
1000	GE1000	46WC	WC	3	Nam	44.003197	-79.393311	62	84.8	19	191	NA
1001	GE1001	119MI	MI	3	Nam	44.37683	-79.74113	56	46.2	7	39.66666667	1.828968231
1002	GE1002	2SU	SU	3	Nam	41.45751046	-77.13565654	53	100	16	268	24.49833665
1003	GE1003	17DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
1004	GE1004	17PA	PA	3	Nam	39.930872	-75.583156	64	104.2	15	115	20.04677051
1005	GE1005	14PO	PO	3	Eur	50.22392429	19.17026453	44	61.8	15	91	NA
1006	GE1006	4PR	PR	3	Nam	40.65946579	-76.91820217	62	86.4	18	136	12.73408302
1007	GE1007	6SL	SL	3	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
1008	GE1008	11HK	HK	3	Eur	46.89164819	19.65085249	48	73.2	12	184	14.16498177
1009	GE1009	1HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
1010	GE1010	159IN	IN	3	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
1011	GE1011	10HL	HL	3	Nam	38.92013797	-75.44832488	NA	NA	NA	NA	NA
1012	GE1012	8DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
1013	GE1013	11DH	DH	3	Nam	38.68109706	-75.07450333	88	92.4	20	344	22.45623388
1014	GE1014	12PS	PS	3	Nam	45.3347	-79.956231	32	55.2	24	816	27.10301934
1015	GE1015	6HR	HR	3	Eur	47.13845	19.47464	34	56.4	15	1170	48.72946443
1016	GE1016	5DS	DS	3	Nam	38.64183334	-75.445	NA	NA	NA	NA	NA
1017	GE1017	39FL	FL	3	Nam	44.750014	-79.704694	NA	NA	NA	NA	NA
1018	GE1018	98IN	IN	3	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
1019	GE1019	2HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
1020	GE1020	5PV	PV	3	Eur	49.8798343	19.89245121	50	76.2	14	165.2	13.07788003
1021	GE1021	57HR	HR	3	Eur	47.13845	19.47464	40	61.2	22	1210	47.48402345
1022	GE1022	10SU	SU	3	Nam	41.45751046	-77.13565654	52	70	14	230	13.69804552
1023	GE1023	20PS	PS	3	Nam	45.3347	-79.956231	46	60	18	486	18.5626059
1024	GE1024	20PT	PT	3	Nam	40.07056	-75.436571	NA	NA	NA	NA	NA
1025	GE1025	11VN	VN	3	Nam	37.92026101	-75.47660198	88	101.2	28	57	7.874129575
1026	GE1026	11HL	HL	3	Nam	38.92013797	-75.44832488	50	77.8	15	308	19.11901782
1027	GE1027	1336CB	CB	3	Nam	43.63519	-79.34576	63	77	10	161.6666667	15.86022626
1028	GE1028	15PV	PV	3	Eur	49.8798343	19.89245121	46	62.2	16	300	12.65509396
1029	GE1029	8HB	HB	3	Eur	47.8226962	19.089972	NA	NA	NA	NA	NA
1030	GE1030	3HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
1031	GE1031	80PG	PG	3	Eur	43.9475	4.536631	50	84.8	10	226.5	21.37824027
1032	GE1032	5SU	SU	3	Nam	41.45751046	-77.13565654	NA	NA	NA	NA	NA
1033	GE1033	5PA	PA	3	Nam	39.930872	-75.583156	NA	NA	NA	NA	NA
1034	GE1034	4HJ	HJ	3	Eur	47.70273145	20.07493272	46	80.4	13	243	18.55846931
1035	GE1035	3HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
1036	GE1036	39WC	WC	3	Nam	44.003197	-79.393311	52	34	13	164.6666667	0.904061139
1037	GE1037	14WV	WV	3	Nam	39.6584	-79.90525	63	125.2	33	2178	NA
1038	GE1038	14PS	PS	3	Nam	45.3347	-79.956231	42	57.2	27	918	30.20098211
1039	GE1039	103MI	MI	3	Nam	44.37683	-79.74113	48	54.4	16	118.4	2.112189647
1040	GE1040	19DH	DH	3	Nam	38.68109706	-75.07450333	86	108.4	18	241.2	24.95558295
1041	GE1041	12DS	DS	3	Nam	38.64183334	-75.445	NA	NA	NA	NA	NA
1042	GE1042	19SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
1043	GE1043	56RM	RM	3	Eur	44.74194	4.940783	50	85.6	18	291	19.1244963
1044	GE1044	29IN	IN	3	Nam	42.44996	-76.46113	62	79.8	19	544.6666667	27.34852157
1045	GE1045	7OM	OM	3	Nam	37.77932728	-75.61065442	NA	NA	NA	NA	NA
1046	GE1046	2SL	SL	3	Eur	49.222985	19.302752	NA	NA	NA	NA	NA
1047	GE1047	38RM	RM	3	Eur	44.74194	4.940783	48	92.2	18	495	30.21166067
1048	GE1048	8VN	VN	3	Nam	37.92026101	-75.47660198	88	121.8	15	536.25	44.33016748
1049	GE1049	7MF	MF	3	Nam	38.40708263	-75.56824697	88	112	17	403	33.84114851
1050	GE1050	1DS	DS	3	Nam	38.64183334	-75.445	NA	NA	NA	NA	NA
1051	GE1051	193IN	IN	3	Nam	42.44996	-76.46113	NA	NA	NA	NA	NA
1052	GE1052	4HM	HM	3	Eur	47.62666192	19.44151603	48	104.8	29	1459.666667	68.83135629
1053	GE1053	4AV	AV	3	Nam	40.20018743	-76.76244026	NA	NA	NA	NA	NA
1054	GE1054	19PT	PT	3	Nam	40.07056	-75.436571	64	89.2	17	303	21.56362823
1055	GE1055	3PR	PR	3	Nam	40.65946579	-76.91820217	76	95.8	18	314	23.68165654
1056	GE1056	1HL	HL	3	Nam	38.92013797	-75.44832488	50	127	24	1772.571429	93.37934313
1057	GE1057	56SL	SL	3	Eur	49.222985	19.302752	46	56	16	928	37.51178431
1058	GE1058	54PG	PG	3	Eur	43.9475	4.536631	54	84.8	13	122.2	14.89888313
1059	GE1059	11PO	PO	3	Eur	50.22392429	19.17026453	NA	NA	NA	NA	NA
1060	GE1060	22SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
1061	GE1061	8HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
1062	GE1062	7HM	HM	3	Eur	47.62666192	19.44151603	56	63.6	8	96	NA
1063	GE1063	7HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
1064	GE1064	7SH	SH	3	Eur	48.21292953	18.93131109	NA	NA	NA	NA	NA
1065	GE1065	2DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
1066	GE1066	1316CB	CB	3	Nam	43.63519	-79.34576	64	84.6	18	266	17.69891238
1067	GE1067	11DS	DS	3	Nam	38.64183334	-75.445	78	136.4	20	510	44.98854179
1068	GE1068	4MF	MF	3	Nam	38.40708263	-75.56824697	78	80.2	20	240	13.71386412
1069	GE1069	189IN	IN	3	Nam	42.44996	-76.46113	71	112	14	345	33.33615198
1070	GE1070	14VN	VN	3	Nam	37.92026101	-75.47660198	NA	NA	NA	NA	NA
1071	GE1071	17HC	HC	3	Eur	47.962356	20.894481	NA	NA	NA	NA	NA
1072	GE1072	5PR	PR	3	Nam	40.65946579	-76.91820217	66	NA	NA	NA	NA
1073	GE1073	10HK	HK	3	Eur	46.89164819	19.65085249	NA	NA	NA	NA	NA
1074	GE1074	32SD	SD	3	Nam	45.225364	-79.681836	40	70	11	300	18.70135009
1075	GE1075	1HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
1076	GE1076	46WV	WV	3	Nam	39.6584	-79.90525	62	112.4	24	720	42.9771424
1077	GE1077	85WV	WV	3	Nam	39.6584	-79.90525	65	99.2	19	494	31.9531833
1078	GE1078	30FL	FL	3	Nam	44.750014	-79.704694	41	61.2	8	42	6.511887094
1079	GE1079	13PO	PO	3	Eur	50.22392429	19.17026453	48	60	18	177	5.265222769
1080	GE1080	9PB	PB	3	Eur	50.12194	18.81494	NA	NA	NA	NA	NA
1081	GE1081	1332CB	CB	3	Nam	43.63519	-79.34576	78	100.2	11	172.3333333	23.76965814
1082	GE1082	162RM	RM	3	Eur	44.74194	4.940783	52	68.8	14	266	14.82756257
1083	GE1083	9HM	HM	3	Eur	47.62666192	19.44151603	NA	NA	NA	NA	NA
1084	GE1084	55HR	HR	3	Eur	47.13845	19.47464	46	68.8	18	303	13.76520265
1085	GE1085	14DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
1086	GE1086	3DH	DH	3	Nam	38.68109706	-75.07450333	NA	NA	NA	NA	NA
1087	GE1087	165PG	PG	3	Eur	43.9475	4.536631	NA	NA	NA	NA	NA
1088	GE1088	118RM	RM	3	Eur	44.74194	4.940783	62	84.6	17	663	35.44690332
1089	GE1089	27WC	WC	3	Nam	44.003197	-79.393311	48	61.2	10	140	9.401878524
1090	GE1090	2PR	PR	3	Nam	40.65946579	-76.91820217	64	74.8	18	452.25	22.28643098
1091	GE1091	85HR	HR	3	Eur	47.13845	19.47464	29	88	17	245	18.64798666
1092	GE1092	15PS	PS	3	Nam	45.3347	-79.956231	42	88.8	23	632.5	31.62139786
1093	GE1093	4SB	SB	3	Eur	49.13566482	21.55096851	NA	NA	NA	NA	NA
1094	GE1094	9PV	PV	3	Eur	49.8798343	19.89245121	NA	NA	NA	NA	NA
1095	GE1095	28WC	WC	3	Nam	44.003197	-79.393311	58	76	12	202	15.91886942
1096	GE1096	6HK	HK	3	Eur	46.89164819	19.65085249	NA	NA	NA	NA	NA
1097	GE1097	35SD	SD	3	Nam	45.225364	-79.681836	46	57.2	18	180	4.415040764
1098	GE1098	4DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
1099	GE1099	1PB	PB	3	Eur	50.12194	18.81494	50	35.6	4	14	0.991893427
1100	GE1100	2HJ	HJ	3	Eur	47.70273145	20.07493272	50	45.4	10	226.5	7.598332115
1101	GE1101	13DF	DF	3	Nam	39.32390625	-75.62242479	NA	NA	NA	NA	NA
1102	GE1102	115RM	RM	3	Eur	44.74194	4.940783	50	80	17	240	15.63486775
1103	GE1103	10HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
1104	GE1104	7HJ	HJ	3	Eur	47.70273145	20.07493272	NA	NA	NA	NA	NA
1105	GE1105	30SD	SD	3	Nam	45.225364	-79.681836	48	61.6	20	308	10.13491326
1106	GE1106	3PB	PB	3	Eur	50.12194	18.81494	29	40.2	10	226.5	5.779664034
1107	GE1107	8PS	PS	3	Nam	45.3347	-79.956231	48	55.8	13	294.45	12.16884915
1108	GE1108	1OM	OM	3	Nam	37.77932728	-75.61065442	52	132.4	30	2025	102.1489659
1109	GE1109	16SZ	SZ	3	Eur	48.74195476	19.13689272	40	44.8	13	147.3333333	1.990706539
1110	GE1110	4PT	PT	3	Nam	40.07056	-75.436571	76	58.2	14	61.38461538	2.314940533
